##Databases: BioCyc, Gene Ontology, KEGG DISEASE, OMIM, NHGRI GWAS Catalog, PANTHER, Gene Ontology Slim, Reactome, KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
positive regulation of interferon-beta production	Gene Ontology	GO:0032728	1	217	0.627080703444	0.778312653435	IRF3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032728
positive regulation of interferon-beta production	Gene Ontology Slim	GO:0032728	1	217	0.627080703444	0.778312653435	IRF3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032728
nucleotide metabolic process	Gene Ontology	GO:0009117	3	713	0.62771925621	0.778796352896	NT5E|BAAT|CDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009117
nucleotide metabolic process	Gene Ontology Slim	GO:0009117	3	713	0.62771925621	0.778796352896	NT5E|BAAT|CDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009117
regulation of actin filament length	Gene Ontology	GO:0030832	2	469	0.627909360472	0.778796352896	ARF1|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030832
regulation of actin filament length	Gene Ontology Slim	GO:0030832	2	469	0.627909360472	0.778796352896	ARF1|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030832
response to nutrient levels	Gene Ontology	GO:0031667	3	715	0.62959139368	0.780609734616	AKT1|HSPA8|ALB	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031667
response to nutrient levels	Gene Ontology Slim	GO:0031667	3	715	0.62959139368	0.780609734616	AKT1|HSPA8|ALB	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031667
mononuclear cell proliferation	Gene Ontology	GO:0032943	6	1431	0.630564171753	0.781411094456	CCL5|IFNA1|IL13|BAX|IL6|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032943
mononuclear cell proliferation	Gene Ontology Slim	GO:0032943	6	1431	0.630564171753	0.781411094456	CCL5|IFNA1|IL13|BAX|IL6|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032943
regulation of sequestering of calcium ion	Gene Ontology	GO:0051282	4	957	0.63080145583	0.781411094456	CXCL10|IL13|CCR5|HRC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051282
regulation of sequestering of calcium ion	Gene Ontology Slim	GO:0051282	4	957	0.63080145583	0.781411094456	CXCL10|IL13|CCR5|HRC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051282
response to wounding	Gene Ontology	GO:0009611	9	2133	0.630898347363	0.781411094456	CCL2|IRF1|KLF6|SOD1|BAX|PTGER3|AKT1|MAPK1|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009611
response to wounding	Gene Ontology Slim	GO:0009611	9	2133	0.630898347363	0.781411094456	CCL2|IRF1|KLF6|SOD1|BAX|PTGER3|AKT1|MAPK1|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009611
epithelial tube morphogenesis	Gene Ontology	GO:0060562	3	718	0.632387467119	0.782982179718	NKX2-1|EGF|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060562
epithelial tube morphogenesis	Gene Ontology Slim	GO:0060562	3	718	0.632387467119	0.782982179718	NKX2-1|EGF|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060562
cellular response to metal ion	Gene Ontology	GO:0071248	2	476	0.635897286146	0.787053198427	TF|GIF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071248
cellular response to metal ion	Gene Ontology Slim	GO:0071248	2	476	0.635897286146	0.787053198427	TF|GIF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071248
regulation of T-helper 1 type immune response	Gene Ontology	GO:0002825	1	224	0.638730021299	0.790008184239	CD80	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002825
positive regulation of interleukin-2 biosynthetic process	Gene Ontology	GO:0045086	1	224	0.638730021299	0.790008184239	CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045086
positive regulation of interleukin-2 biosynthetic process	Gene Ontology Slim	GO:0045086	1	224	0.638730021299	0.790008184239	CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045086
regulation of T-helper 1 type immune response	Gene Ontology Slim	GO:0002825	1	224	0.638730021299	0.790008184239	CD80	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002825
regulation of systemic arterial blood pressure	Gene Ontology	GO:0003073	1	225	0.640364350077	0.791753622387	ACE2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003073
regulation of systemic arterial blood pressure	Gene Ontology Slim	GO:0003073	1	225	0.640364350077	0.791753622387	ACE2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003073
activation of immune response	Gene Ontology	GO:0002253	8	1919	0.641798320276	0.793250205329	DDX58|TBK1|CAV1|IRF1|LTF|TLR4|MYD88|MBL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002253
activation of immune response	Gene Ontology Slim	GO:0002253	8	1919	0.641798320276	0.793250205329	DDX58|TBK1|CAV1|IRF1|LTF|TLR4|MYD88|MBL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002253
regulation of cytokine secretion	Gene Ontology	GO:0050707	3	729	0.642514836231	0.793859295391	IRF3|IL1A|CASP5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050707
regulation of cytokine secretion	Gene Ontology Slim	GO:0050707	3	729	0.642514836231	0.793859295391	IRF3|IL1A|CASP5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050707
protein processing	Gene Ontology	GO:0016485	3	730	0.643425752079	0.794107595691	BIRC3|REN|HM13	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016485
regulation of interleukin-6 production	Gene Ontology	GO:0032675	3	730	0.643425752079	0.794107595691	IFNG|TLR9|MYD88	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032675
protein processing	Gene Ontology Slim	GO:0016485	3	730	0.643425752079	0.794107595691	BIRC3|REN|HM13	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016485
regulation of interleukin-6 production	Gene Ontology Slim	GO:0032675	3	730	0.643425752079	0.794107595691	IFNG|TLR9|MYD88	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032675
aerobic respiration	Gene Ontology	GO:0009060	1	227	0.643610946938	0.794107595691	CYCS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009060
positive regulation of cell cycle phase transition	Gene Ontology	GO:1901989	1	227	0.643610946938	0.794107595691	RB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901989
positive regulation of cell cycle phase transition	Gene Ontology Slim	GO:1901989	1	227	0.643610946938	0.794107595691	RB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901989
aerobic respiration	Gene Ontology Slim	GO:0009060	1	227	0.643610946938	0.794107595691	CYCS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009060
positive regulation of vascular endothelial growth factor production	Gene Ontology	GO:0010575	1	228	0.645223280984	0.795820233776	HPSE	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010575
positive regulation of vascular endothelial growth factor production	Gene Ontology Slim	GO:0010575	1	228	0.645223280984	0.795820233776	HPSE	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010575
regulation of peptide transport	Gene Ontology	GO:0090087	4	981	0.649913897229	0.801327124503	IFNA2|CD14|CD40|VEGFC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090087
regulation of peptide transport	Gene Ontology Slim	GO:0090087	4	981	0.649913897229	0.801327124503	IFNA2|CD14|CD40|VEGFC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090087
negative regulation of multicellular organismal process	Gene Ontology	GO:0051241	7	1699	0.650822118823	0.802168214187	DDIT3|SOD1|IFNA2|PTGER3|IL4|LTF|IKBKE	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051241
negative regulation of multicellular organismal process	Gene Ontology Slim	GO:0051241	7	1699	0.650822118823	0.802168214187	DDIT3|SOD1|IFNA2|PTGER3|IL4|LTF|IKBKE	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051241
regulation of nucleotide biosynthetic process	Gene Ontology	GO:0030808	1	232	0.651600284004	0.802848474926	NOS2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030808
regulation of nucleotide biosynthetic process	Gene Ontology Slim	GO:0030808	1	232	0.651600284004	0.802848474926	NOS2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030808
interleukin-6 production	Gene Ontology	GO:0032635	3	741	0.653338243496	0.804710432851	IL10|IL6|IL17A	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032635
interleukin-6 production	Gene Ontology Slim	GO:0032635	3	741	0.653338243496	0.804710432851	IL10|IL6|IL17A	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032635
monocarboxylic acid metabolic process	Gene Ontology	GO:0032787	5	1227	0.653567196148	0.804713114342	PTGS2|AGT|PGDS|DBT|ACSBG1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032787
monocarboxylic acid metabolic process	Gene Ontology Slim	GO:0032787	5	1227	0.653567196148	0.804713114342	PTGS2|AGT|PGDS|DBT|ACSBG1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032787
positive regulation of leukocyte proliferation	Gene Ontology	GO:0070665	4	986	0.65381244817	0.804735855821	IFNG|CD80|IL2|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070665
positive regulation of leukocyte proliferation	Gene Ontology Slim	GO:0070665	4	986	0.65381244817	0.804735855821	IFNG|CD80|IL2|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070665
lipid modification	Gene Ontology	GO:0030258	3	742	0.654229587512	0.804970073261	MAPK14|AKT1|KIT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030258
lipid modification	Gene Ontology Slim	GO:0030258	3	742	0.654229587512	0.804970073261	MAPK14|AKT1|KIT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030258
chromatin organization	Gene Ontology	GO:0006325	4	987	0.654588690194	0.805132744248	SMAD4|PRKCA|SPI1|AICDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006325
chromatin organization	Gene Ontology Slim	GO:0006325	4	987	0.654588690194	0.805132744248	SMAD4|PRKCA|SPI1|AICDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006325
positive regulation of striated muscle cell differentiation	Gene Ontology	GO:0051155	2	494	0.655821899447	0.806370065901	TGFB1|IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051155
positive regulation of striated muscle cell differentiation	Gene Ontology Slim	GO:0051155	2	494	0.655821899447	0.806370065901	TGFB1|IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051155
interferon-alpha production	Gene Ontology	GO:0032607	2	495	0.656902979147	0.807419543299	IRF3|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032607
interferon-alpha production	Gene Ontology Slim	GO:0032607	2	495	0.656902979147	0.807419543299	IRF3|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032607
reactive oxygen species metabolic process	Gene Ontology	GO:0072593	3	749	0.660423243805	0.81118445159	AKT1|GIF|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072593
immunoglobulin production	Gene Ontology	GO:0002377	3	749	0.660423243805	0.81118445159	IFNG|IL7R|CD40LG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002377
reactive oxygen species metabolic process	Gene Ontology Slim	GO:0072593	3	749	0.660423243805	0.81118445159	AKT1|GIF|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072593
immunoglobulin production	Gene Ontology Slim	GO:0002377	3	749	0.660423243805	0.81118445159	IFNG|IL7R|CD40LG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002377
regulation of interleukin-1 beta production	Gene Ontology	GO:0032651	2	500	0.662267834201	0.812593636102	CASP5|SMAD3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032651
regulation of interleukin-1 beta production	Gene Ontology Slim	GO:0032651	2	500	0.662267834201	0.812593636102	CASP5|SMAD3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032651
blood vessel morphogenesis	Gene Ontology	GO:0048514	1	239	0.662486512398	0.812593636102	BAX	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048514
type 2 immune response	Gene Ontology	GO:0042092	1	239	0.662486512398	0.812593636102	IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042092
cell adhesion mediated by integrin	Gene Ontology	GO:0033627	1	239	0.662486512398	0.812593636102	CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0033627
type 2 immune response	Gene Ontology Slim	GO:0042092	1	239	0.662486512398	0.812593636102	IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042092
cell adhesion mediated by integrin	Gene Ontology Slim	GO:0033627	1	239	0.662486512398	0.812593636102	CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0033627
blood vessel morphogenesis	Gene Ontology Slim	GO:0048514	1	239	0.662486512398	0.812593636102	BAX	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048514
interleukin-2 production	Gene Ontology	GO:0032623	2	501	0.663332713315	0.813350426122	IL1A|CD83	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032623
interleukin-2 production	Gene Ontology Slim	GO:0032623	2	501	0.663332713315	0.813350426122	IL1A|CD83	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032623
lipid biosynthetic process	Gene Ontology	GO:0008610	4	999	0.663813096654	0.813658298265	PTGS2|IL1B|G6PD|BAAT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008610
lipid biosynthetic process	Gene Ontology Slim	GO:0008610	4	999	0.663813096654	0.813658298265	PTGS2|IL1B|G6PD|BAAT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008610
regulation of interferon-alpha production	Gene Ontology	GO:0032647	2	503	0.66545439943	0.815388444882	IRF7|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032647
regulation of interferon-alpha production	Gene Ontology Slim	GO:0032647	2	503	0.66545439943	0.815388444882	IRF7|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032647
negative regulation of cellular component organization	Gene Ontology	GO:0051129	2	504	0.666511211524	0.816401461544	UNC119|APOD	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051129
negative regulation of cellular component organization	Gene Ontology Slim	GO:0051129	2	504	0.666511211524	0.816401461544	UNC119|APOD	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051129
vasculature development	Gene Ontology	GO:0001944	2	505	0.667565339754	0.817410492794	CCL2|RHOJ	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001944
vasculature development	Gene Ontology Slim	GO:0001944	2	505	0.667565339754	0.817410492794	CCL2|RHOJ	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001944
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology	GO:0043280	2	507	0.669665555156	0.819699283363	MYC|SMAD3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043280
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology Slim	GO:0043280	2	507	0.669665555156	0.819699283363	MYC|SMAD3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043280
positive regulation of B cell proliferation	Gene Ontology	GO:0030890	2	508	0.670711647667	0.820131041264	IL5|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030890
regulation of type I interferon production	Gene Ontology	GO:0032479	2	508	0.670711647667	0.820131041264	IRF3|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032479
ribonucleoside catabolic process	Gene Ontology	GO:0042454	2	508	0.670711647667	0.820131041264	AICDA|CDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042454
positive regulation of B cell proliferation	Gene Ontology Slim	GO:0030890	2	508	0.670711647667	0.820131041264	IL5|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030890
regulation of type I interferon production	Gene Ontology Slim	GO:0032479	2	508	0.670711647667	0.820131041264	IRF3|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032479
ribonucleoside catabolic process	Gene Ontology Slim	GO:0042454	2	508	0.670711647667	0.820131041264	AICDA|CDA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042454
regulation of alpha-beta T cell activation	Gene Ontology	GO:0046634	3	762	0.671713184731	0.821072764732	IL4|MYB|IRF1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046634
regulation of alpha-beta T cell activation	Gene Ontology Slim	GO:0046634	3	762	0.671713184731	0.821072764732	IL4|MYB|IRF1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046634
cell chemotaxis	Gene Ontology	GO:0060326	5	1254	0.672128881461	0.82129798067	IFNG|IL10|IL6|CXCR3|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060326
cell chemotaxis	Gene Ontology Slim	GO:0060326	5	1254	0.672128881461	0.82129798067	IFNG|IL10|IL6|CXCR3|CCR7	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060326
positive regulation of production of molecular mediator of immune response	Gene Ontology	GO:0002702	2	515	0.677959601956	0.828137572303	IL6|TGFB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002702
positive regulation of production of molecular mediator of immune response	Gene Ontology Slim	GO:0002702	2	515	0.677959601956	0.828137572303	IL6|TGFB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002702
development of primary female sexual characteristics	Gene Ontology	GO:0046545	1	250	0.678912858737	0.829016613636	PTGER4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046545
development of primary female sexual characteristics	Gene Ontology Slim	GO:0046545	1	250	0.678912858737	0.829016613636	PTGER4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046545
positive regulation of protein complex assembly	Gene Ontology	GO:0031334	2	519	0.682042853677	0.832552138381	ARF1|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031334
positive regulation of protein complex assembly	Gene Ontology Slim	GO:0031334	2	519	0.682042853677	0.832552138381	ARF1|TLR4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0031334
regulation of axon extension	Gene Ontology	GO:0030516	1	255	0.686113728499	0.837233344421	GIF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030516
regulation of axon extension	Gene Ontology Slim	GO:0030516	1	255	0.686113728499	0.837233344421	GIF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030516
inositol lipid-mediated signaling	Gene Ontology	GO:0048017	1	256	0.687534482164	0.838678621505	EGFR	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048017
inositol lipid-mediated signaling	Gene Ontology Slim	GO:0048017	1	256	0.687534482164	0.838678621505	EGFR	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048017
monocyte chemotaxis	Gene Ontology	GO:0002548	2	525	0.688088551552	0.839066056764	CCL2|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002548
monocyte chemotaxis	Gene Ontology Slim	GO:0002548	2	525	0.688088551552	0.839066056764	CCL2|CCL5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002548
multicellular organism development	Gene Ontology	GO:0007275	14	3422	0.688786992059	0.839629213782	SMN2|PTGS2|IL17A|NT5E|CD34|VIM|AKT1|PALM|TLR4|SERPINF2|PLP1|CCL2|CDK5RAP1|RB1CC1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007275
multicellular organism development	Gene Ontology Slim	GO:0007275	14	3422	0.688786992059	0.839629213782	SMN2|PTGS2|IL17A|NT5E|CD34|VIM|AKT1|PALM|TLR4|SERPINF2|PLP1|CCL2|CDK5RAP1|RB1CC1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007275
secretion by cell	Gene Ontology	GO:0032940	9	2244	0.689309087711	0.839977094005	IRF3|IL17A|IL10|CD40|PTGER3|MAPK14|RAB3D|IL2|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032940
secretion by cell	Gene Ontology Slim	GO:0032940	9	2244	0.689309087711	0.839977094005	IRF3|IL17A|IL10|CD40|PTGER3|MAPK14|RAB3D|IL2|PPIA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032940
cellular cation homeostasis	Gene Ontology	GO:0030003	4	1035	0.690476468263	0.841110795617	CCR6|HRC|HSP90B1|JPH4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030003
cellular cation homeostasis	Gene Ontology Slim	GO:0030003	4	1035	0.690476468263	0.841110795617	CCR6|HRC|HSP90B1|JPH4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030003
cell projection assembly	Gene Ontology	GO:0030031	1	259	0.691758423911	0.842383242021	ICAM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030031
cell projection assembly	Gene Ontology Slim	GO:0030031	1	259	0.691758423911	0.842383242021	ICAM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030031
regulation of lymphocyte activation	Gene Ontology	GO:0051249	6	1529	0.692511234297	0.84286570674	TCF3|CLEC4G|FAS|CD27|IL4|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051249
regulation of lymphocyte activation	Gene Ontology Slim	GO:0051249	6	1529	0.692511234297	0.84286570674	TCF3|CLEC4G|FAS|CD27|IL4|IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051249
cellular response to lipopolysaccharide	Gene Ontology	GO:0071222	4	1038	0.692629674751	0.84286570674	IL6|CCL3|IRF3|CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071222
cellular response to lipopolysaccharide	Gene Ontology Slim	GO:0071222	4	1038	0.692629674751	0.84286570674	IL6|CCL3|IRF3|CD86	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071222
axonemal dynein complex assembly	Gene Ontology	GO:0070286	1	260	0.693153726876	0.843014463715	ZMYND10	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070286
axonemal dynein complex assembly	Gene Ontology Slim	GO:0070286	1	260	0.693153726876	0.843014463715	ZMYND10	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070286
cellular chemical homeostasis	Gene Ontology	GO:0055082	4	1039	0.693345054319	0.843014463715	TF|CXCL10|MYC|DDIT3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055082
cellular chemical homeostasis	Gene Ontology Slim	GO:0055082	4	1039	0.693345054319	0.843014463715	TF|CXCL10|MYC|DDIT3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055082
positive regulation of leukocyte differentiation	Gene Ontology	GO:1902107	3	788	0.693464624372	0.843014463715	MYB|IL1B|CD46	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1902107
positive regulation of leukocyte differentiation	Gene Ontology Slim	GO:1902107	3	788	0.693464624372	0.843014463715	MYB|IL1B|CD46	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1902107
glycine metabolic process	Gene Ontology	GO:0006544	2	531	0.694039834643	0.843424778504	AGT|BAAT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006544
glycine metabolic process	Gene Ontology Slim	GO:0006544	2	531	0.694039834643	0.843424778504	AGT|BAAT	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006544
astrocyte development	Gene Ontology	GO:0014002	1	261	0.694542738444	0.843736971892	PLP1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0014002
astrocyte development	Gene Ontology Slim	GO:0014002	1	261	0.694542738444	0.843736971892	PLP1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0014002
peptide secretion	Gene Ontology	GO:0002790	4	1041	0.694772278954	0.843736971892	NOS2|IL13|CD40|PTGER3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002790
peptide secretion	Gene Ontology Slim	GO:0002790	4	1041	0.694772278954	0.843736971892	NOS2|IL13|CD40|PTGER3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002790
positive regulation of NF-kappaB transcription factor activity	Gene Ontology	GO:0051092	2	533	0.696002735609	0.844942082555	ITGB2|NPM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051092
positive regulation of NF-kappaB transcription factor activity	Gene Ontology Slim	GO:0051092	2	533	0.696002735609	0.844942082555	ITGB2|NPM1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051092
regulation of signaling receptor activity	Gene Ontology	GO:0010469	2	535	0.697955251019	0.847022643038	CCL5|ADAM17	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010469
regulation of signaling receptor activity	Gene Ontology Slim	GO:0010469	2	535	0.697955251019	0.847022643038	CCL5|ADAM17	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010469
regulation of interferon-beta biosynthetic process	Gene Ontology	GO:0045357	1	264	0.698672306703	0.847602967636	TBK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045357
regulation of interferon-beta biosynthetic process	Gene Ontology Slim	GO:0045357	1	264	0.698672306703	0.847602967636	TBK1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045357
positive regulation of interleukin-1 secretion	Gene Ontology	GO:0050716	2	536	0.698927622636	0.84762292171	IFNG|CASP5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050716
positive regulation of interleukin-1 secretion	Gene Ontology Slim	GO:0050716	2	536	0.698927622636	0.84762292171	IFNG|CASP5	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050716
positive regulation of immune response	Gene Ontology	GO:0050778	8	2025	0.699569062189	0.848110972729	TRAF3|BIRC3|HSP90B1|CD86|IL6|CD209|IKBKE|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050778
positive regulation of immune response	Gene Ontology Slim	GO:0050778	8	2025	0.699569062189	0.848110972729	TRAF3|BIRC3|HSP90B1|CD86|IL6|CD209|IKBKE|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0050778
fat-soluble vitamin metabolic process	Gene Ontology	GO:0006775	2	538	0.700864610877	0.849391417929	IFNG|NFKB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006775
